"Player","Season","Season Age","Gen. Role","Role","DAVIES","Box Activity","Shooting","Final Ball","Dribbles and Carries","Buildup Passing","Defense","Min","Team","League","Nation","League Gender"
"Antonio Sanabria","2019-2020",23,"Finisher","Mobile Forward",0,-0.01,0.01,0,0,0,0.01,1387,"Genoa","Serie A M","PAR","M"
"Jorge Pulido","2018-2019",27,"Central Def","Aggressive Central Defender",0,0.01,0.01,0,0,-0.02,0.01,2785,"Huesca","La Liga","ESP","M"
"Borja Mayoral","2023-2024",26,"Finisher","Progressive Forward",0,-0.02,0.01,-0.01,0,0.02,0,2153,"Getafe","La Liga","ESP","M"
"Cristian Romero","2018-2019",20,"Central Def","Aggressive Central Defender",0,0.01,0.02,0,0,-0.03,0.01,2336,"Genoa","Serie A M","ARG","M"
"Mathias Jensen","2022-2023",26,"Wide Def","Progressive Wide Defender",0,0,0.01,0.02,-0.01,0.01,-0.02,2803,"Brentford","Premier League","DEN","M"
"Clinton Mata","2023-2024",30,"Wide Def","Deep Wide Defender",0,-0.01,-0.01,0,0,0.02,0,2220,"Lyon","Ligue 1","ANG","M"
"Zinedine Ferhat","2019-2020",26,"Dribbler","Wide Dribbler",0,0,-0.02,0.01,0,0,0,2246,"Nîmes","Ligue 1","ALG","M"
"Christian Gentner","2019-2020",33,"Midfielder","Ball Winning Midfielder",0,0,0,0,0,-0.02,0.01,2443,"Union Berlin","Bundesliga","GER","M"
"Nicolas Höfler","2020-2021",30,"Deep Midfielder","Defensive Deep Midfielder",0,0,0,0,0.01,0,0,2729,"Freiburg","Bundesliga","GER","M"
"Lorenzo De Silvestri","2021-2022",33,"Wide Def","Progressive Wide Defender",0,0,0.01,0,-0.01,0.02,-0.01,2294,"Bologna","Serie A M","ITA","M"
"Jadon Sancho","2021-2022",21,"Dribbler","Wide Dribbler",0,0.01,-0.03,0.01,0.03,0,-0.01,1900,"Manchester Utd","Premier League","ENG","M"
"Simone Missiroli","2017-2018",31,"Midfielder","Mobile Midfielder",0,0,-0.01,0,0,0,0.01,2918,"Sassuolo","Serie A M","ITA","M"
"Francesco Vicari","2018-2019",23,"Central Def","Reactive Central Defender",0,0,0,0,-0.01,0.01,0.01,2335,"SPAL","Serie A M","ITA","M"
"Christopher Trimmel","2019-2020",32,"Wide Def","Progressive Wide Defender",0,-0.01,-0.02,0.03,0,-0.01,0.01,2863,"Union Berlin","Bundesliga","AUT","M"
"Antonio Valencia","2017-2018",31,"Wide Def","Aggressive Wide Defender",0,0.01,0,0,0.02,-0.01,-0.01,2740,"Manchester Utd","Premier League","ECU","M"
"Antonio Raillo","2019-2020",27,"Central Def","Reactive Central Defender",0,0,0.01,0,0,0,-0.01,2775,"Mallorca","La Liga","ESP","M"
"Nico Elvedi","2023-2024",26,"Central Def","Progressive Central Defender",0,0,0.01,0,0.01,-0.02,0.01,2482,"Gladbach","Bundesliga","SUI","M"
"Yunis Abdelhamid","2021-2022",33,"Central Def","Progressive Central Defender",0,0,0,0,0.01,-0.01,0,2983,"Reims","Ligue 1","MAR","M"
"Alberto Grassi","2017-2018",22,"Midfielder","Mobile Midfielder",0,0,0.01,-0.01,0,0,0.01,2253,"SPAL","Serie A M","ITA","M"
"Mattia Bani","2018-2019",24,"Central Def","Reactive Central Defender",0,0,0,0,-0.01,-0.01,0.02,2610,"Chievo","Serie A M","ITA","M"
"Saïd Benrahma","2021-2022",25,"Dribbler","Wide Dribbler",0,0,0.02,0,0,0,0,2168,"West Ham","Premier League","ALG","M"
"Alassane Pléa","2023-2024",30,"Dribbler","Direct Dribbler",0,0,0.01,0,0,0.02,-0.01,1913,"Gladbach","Bundesliga","FRA","M"
"Édgar González","2023-2024",26,"Central Def","Reactive Central Defender",0,0,0.01,0,0,-0.01,0.01,2522,"Almería","La Liga","ESP","M"
"Alessandro Buongiorno","2022-2023",23,"Central Def","Aggressive Central Defender",0,0.01,0.01,0,0,-0.01,0,2721,"Torino","Serie A M","ITA","M"
"David López","2019-2020",29,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0,0.01,0,2455,"Espanyol","La Liga","ESP","M"
"Jesús Areso","2023-2024",24,"Wide Def","Aggressive Wide Defender",0,0,-0.01,0.01,0.01,0,-0.01,2660,"Osasuna","La Liga","ESP","M"
"Cyril Ngonge","2023-2024",23,"Dribbler","Direct Dribbler",0,-0.01,0,0,0,0,0,1431,"Hellas Verona","Serie A M","BEL","M"
"Jonathan Silva","2019-2020",25,"Wide Def","Progressive Wide Defender",0,0,0.01,0,0,0.01,-0.01,2785,"Leganés","La Liga","ARG","M"
"Tomáš Suslov","2023-2024",21,"Creator","Wide Creator",0,-0.01,0.01,0.01,0,-0.01,0,2092,"Hellas Verona","Serie A M","SVK","M"
"Víctor Ruiz","2017-2018",28,"Central Def","Progressive Central Defender",0,0,-0.01,0,0,0.02,0,2416,"Villarreal","La Liga","ESP","M"
"Max Kilman","2021-2022",24,"Central Def","Aggressive Central Defender",0,0,-0.01,0,0.01,0.01,0,2687,"Wolves","Premier League","ENG","M"
"Makoto Hasebe","2020-2021",36,"Central Def","Progressive Central Defender",0,-0.01,-0.02,0,0.01,0.02,0,2288,"Eint Frankfurt","Bundesliga","JPN","M"
"Makoto Hasebe","2019-2020",35,"Central Def","Progressive Central Defender",0,-0.01,-0.02,0,0.03,0.04,-0.03,1968,"Eint Frankfurt","Bundesliga","JPN","M"
"Lukas Klostermann","2018-2019",22,"Wide Def","Deep Wide Defender",0,0.01,0.01,0,0,0,0,2003,"RB Leipzig","Bundesliga","GER","M"
"Ricard Sánchez","2023-2024",23,"Wide Def","Aggressive Wide Defender",0,0,0,0,0,0,-0.01,2295,"Granada","La Liga","ESP","M"
"Lucas Tousart","2020-2021",23,"Deep Midfielder","Defensive Deep Midfielder",0,0,0.01,0,0.01,-0.01,0,2090,"Hertha BSC","Bundesliga","FRA","M"
"Rubén Pérez","2017-2018",28,"Deep Midfielder","Playmaking Deep Midfielder",0,-0.01,-0.01,0,0,0.02,0.01,2516,"Leganés","La Liga","ESP","M"
"Marten de Roon","2022-2023",31,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,-0.01,0,0,2964,"Atalanta","Serie A M","NED","M"
"Jonathan Tah","2017-2018",21,"Central Def","Progressive Central Defender",0,0,-0.01,0,0,0.02,0,2427,"Leverkusen","Bundesliga","GER","M"
"Edoardo Bove","2023-2024",21,"Midfielder","Ball Winning Midfielder",0,0.01,0.01,0,-0.01,-0.01,0,1780,"Roma","Serie A M","ITA","M"
"Moi Gómez","2022-2023",28,"Midfielder","Creative Midfielder",0,-0.01,-0.01,0.01,0.01,0.03,-0.02,2453,"Osasuna","La Liga","ESP","M"
"Jake O'Brien","2023-2024",22,"Central Def","Progressive Central Defender",0,0,0.04,0,0,-0.01,-0.01,2369,"Lyon","Ligue 1","IRL","M"
"Andrea Bertolacci","2017-2018",26,"Midfielder","Creative Midfielder",0,0,-0.03,0,0,0.04,0,2895,"Genoa","Serie A M","ITA","M"
"Julien Ponceau","2023-2024",22,"Creator","Central Creator",0,-0.01,-0.01,-0.01,0.02,0.01,0,2244,"Lorient","Ligue 1","FRA","M"
"Andre-Frank Zambo Anguissa","2023-2024",27,"Midfielder","Ball Winning Midfielder",0,0.01,0,0.01,-0.01,-0.01,-0.01,2786,"Napoli","Serie A M","CMR","M"
"Alberth Elis","2021-2022",25,"Finisher","Mobile Forward",0,0,0,0,0.01,0.01,0.01,1409,"Bordeaux","Ligue 1","HON","M"
"Rubén Sobrino","2021-2022",29,"Dribbler","Direct Dribbler",0,0,0.03,-0.02,-0.01,0,0.01,1861,"Cádiz","La Liga","ESP","M"
"Pedro Chirivella","2021-2022",24,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0,0.03,-0.01,2637,"Nantes","Ligue 1","ESP","M"
"Alfred Duncan","2017-2018",24,"Creator","Two Way Creator",0,0,-0.01,-0.01,-0.01,0.03,0.01,1947,"Sassuolo","Serie A M","GHA","M"
"Arnau Martinez","2022-2023",19,"Wide Def","Aggressive Wide Defender",0,0,0,0,0,0,-0.01,2732,"Girona","La Liga","ESP","M"
"Emil Forsberg","2020-2021",28,"Dribbler","Wide Dribbler",0,0,0,0.02,-0.01,0.01,-0.01,1539,"RB Leipzig","Bundesliga","SWE","M"
"Rubén Duarte","2021-2022",25,"Wide Def","Progressive Wide Defender",0,-0.01,-0.01,0,-0.01,0,0.02,2621,"Alavés","La Liga","ESP","M"
"Gabriel Paulista","2018-2019",27,"Central Def","Reactive Central Defender",0,0,-0.01,0,0,0.02,0,2623,"Valencia","La Liga","BRA","M"
"Teddy Teuma","2023-2024",29,"Midfielder","Creative Midfielder",0,0,0,0.02,0,0,0,2113,"Reims","Ligue 1","MLT","M"
"Sepe Elye Wahi","2021-2022",18,"Finisher","Mobile Forward",0,0,0.02,-0.01,0,0,0,1786,"Montpellier","Ligue 1","FRA","M"
"Wilfried Singo","2022-2023",21,"Wide Def","Aggressive Wide Defender",0,0.01,0.03,0,0,-0.02,-0.01,2046,"Torino","Serie A M","CIV","M"
"Kostas Manolas","2017-2018",26,"Central Def","Reactive Central Defender",0,0,0,0,0,0.01,-0.01,2338,"Roma","Serie A M","GRE","M"
"Ricardo Mangas","2021-2022",23,"Wide Def","Aggressive Wide Defender",0,0,0.01,-0.01,0,0.01,-0.01,2353,"Bordeaux","Ligue 1","POR","M"
"Benjamin Stambouli","2017-2018",26,"Central Def","Aggressive Central Defender",0,-0.01,-0.02,0,0.01,0.02,0.01,2197,"Schalke 04","Bundesliga","FRA","M"
"Zeki Çelik","2018-2019",21,"Wide Def","Aggressive Wide Defender",0,0,0,0,0,-0.01,0,2971,"Lille","Ligue 1","TUR","M"
"Simon Falette","2017-2018",25,"Central Def","Progressive Central Defender",0,0,0.01,0,0.01,-0.01,0.01,2211,"Eint Frankfurt","Bundesliga","GUI","M"
"Amos Pieper","2021-2022",23,"Central Def","Aggressive Central Defender",0,0,0,0,0,-0.01,0.01,2379,"Arminia","Bundesliga","GER","M"
"Arthur Masuaku","2017-2018",23,"Wide Def","Aggressive Wide Defender",0,0.01,0,0,0.04,-0.02,-0.01,1870,"West Ham","Premier League","COD","M"
"Giulio Maggiore","2020-2021",22,"Creator","Two Way Creator",0,0,0.02,0,-0.01,-0.01,0.02,2214,"Spezia","Serie A M","ITA","M"
"Ashley Young","2018-2019",33,"Wide Def","Progressive Wide Defender",0,0,0,0.01,0.01,0.01,-0.01,2569,"Manchester Utd","Premier League","ENG","M"
"Jens Stryger Larsen","2020-2021",29,"Wide Def","Deep Wide Defender",0,0,0.02,-0.01,-0.01,0.01,-0.01,2638,"Udinese","Serie A M","DEN","M"
"Marc-Oliver Kempf","2022-2023",27,"Central Def","Progressive Central Defender",0,0,0,0,0,-0.01,0.01,2709,"Hertha BSC","Bundesliga","GER","M"
"Frederic Guilbert","2018-2019",23,"Wide Def","Deep Wide Defender",0,0,-0.01,0,0,-0.01,0.02,2916,"Caen","Ligue 1","FRA","M"
"Obite N'Dicka","2022-2023",22,"Central Def","Progressive Central Defender",0,0,0,0,0,0,0.01,2692,"Eint Frankfurt","Bundesliga","FRA","M"
"Angeliño","2021-2022",24,"Wide Def","Aggressive Wide Defender",0,0.01,0,0.04,-0.01,-0.02,-0.01,2298,"RB Leipzig","Bundesliga","ESP","M"
"Ghislain Konan","2020-2021",24,"Wide Def","Progressive Wide Defender",0,0,0,-0.01,0.02,0,0,2613,"Reims","Ligue 1","CIV","M"
"Ridle Baku","2021-2022",23,"Creator","Two Way Creator",0,0,-0.04,0.01,0.01,0.01,0.02,2446,"Wolfsburg","Bundesliga","GER","M"
"Jorge Molina","2021-2022",39,"Finisher","Progressive Forward",0,0,-0.01,0.02,-0.01,0,-0.01,1966,"Granada","La Liga","ESP","M"
"Trent Alexander-Arnold","2017-2018",18,"Wide Def","Progressive Wide Defender",0,0.02,0.02,0.01,0,0.01,-0.01,1573,"Liverpool","Premier League","ENG","M"
"Jonjoe Kenny","2022-2023",25,"Wide Def","Progressive Wide Defender",0,-0.01,-0.02,-0.01,0,0.04,0.02,2244,"Hertha BSC","Bundesliga","ENG","M"
"Gylfi Sigurðsson","2019-2020",29,"Midfielder","Ball Winning Midfielder",0,0,0.02,0.01,-0.01,0,-0.01,2560,"Everton","Premier League","ISL","M"
"Arnaud Souquet","2017-2018",25,"Wide Def","Deep Wide Defender",0,0,0,0,0.01,-0.01,0.01,2415,"Nice","Ligue 1","FRA","M"
"Kyle Walker-Peters","2022-2023",25,"Wide Def","Aggressive Wide Defender",0,0.01,0,0,0.02,-0.01,-0.01,2650,"Southampton","Premier League","ENG","M"
"Adama Niane","2017-2018",24,"Finisher","Target Forward",0,0,0.03,0,-0.01,-0.01,0,2164,"Troyes","Ligue 1","MLI","M"
"Jan Bednarek","2021-2022",25,"Central Def","Reactive Central Defender",0,0,0.01,0,-0.01,-0.01,0.01,2629,"Southampton","Premier League","POL","M"
"José Luis Palomino","2019-2020",29,"Central Def","Aggressive Central Defender",0,0,0.02,0.01,-0.01,-0.02,0,2480,"Atalanta","Serie A M","ARG","M"
"Berat Djimsiti","2021-2022",28,"Central Def","Aggressive Central Defender",0,0,0.01,0.01,0,0,-0.01,2256,"Atalanta","Serie A M","ALB","M"
"Daniel Baier","2017-2018",33,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0.01,0,0,0,2538,"Augsburg","Bundesliga","GER","M"
"Nicolás González","2021-2022",23,"Finisher","Progressive Forward",0,0,-0.06,0.03,0.03,0,0,2357,"Fiorentina","Serie A M","ARG","M"
"Kelvin Amian","2018-2019",20,"Wide Def","Deep Wide Defender",0,0,0,-0.01,0,0.01,0,2880,"Toulouse","Ligue 1","FRA","M"
"Ghislain Konan","2021-2022",25,"Wide Def","Progressive Wide Defender",0,0,0,0,0.01,0.01,-0.01,2418,"Reims","Ligue 1","CIV","M"
"Álex Suárez","2023-2024",30,"Central Def","Aggressive Central Defender",0,0,0,0,0,0.01,-0.01,2562,"Las Palmas","La Liga","ESP","M"
"Kevin Bonifazi","2020-2021",24,"Central Def","Progressive Central Defender",0,0,0,0,0,0,0,2469,"Udinese","Serie A M","ITA","M"
"Ángel Correa","2018-2019",23,"Dribbler","Direct Dribbler",0,0.01,-0.02,0.01,-0.01,0,0.01,1919,"Atlético Madrid","La Liga","ARG","M"
"Rouwen Hennings","2018-2019",30,"Finisher","Progressive Forward",0,-0.01,0.01,0.01,0,0.01,0,1833,"Düsseldorf","Bundesliga","GER","M"
"Ben Chilwell","2017-2018",20,"Wide Def","Aggressive Wide Defender",0,0,0,0.01,0.03,-0.02,0.01,1853,"Leicester City","Premier League","ENG","M"
"Roland Sallai","2023-2024",26,"Dribbler","Wide Dribbler",0,-0.01,0.02,0,0,-0.01,0,1840,"Freiburg","Bundesliga","HUN","M"
"Anthony Losilla","2022-2023",36,"Midfielder","Ball Winning Midfielder",0,0,-0.01,0,0,-0.02,0.02,2720,"Bochum","Bundesliga","FRA","M"
"Ander Capa","2020-2021",28,"Wide Def","Deep Wide Defender",0,0,0.01,0,0.02,-0.01,0,2131,"Athletic Club","La Liga","ESP","M"
"Jonas Wind","2022-2023",23,"Finisher","Target Forward",0,0,0,0,-0.01,0.01,0,1291,"Wolfsburg","Bundesliga","DEN","M"
"Unai Vencedor Paris","2021-2022",20,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0.01,0,0,0.01,-0.02,2383,"Athletic Club","La Liga","ESP","M"
"Mathias Jensen","2023-2024",27,"Wide Def","Progressive Wide Defender",0,-0.01,0,0.02,-0.01,0.02,-0.02,2204,"Brentford","Premier League","DEN","M"
"Baptiste Santamaria","2021-2022",26,"Deep Midfielder","Defensive Deep Midfielder",0,0.01,0.02,0,0,-0.01,0,2518,"Rennes","Ligue 1","FRA","M"
"Evan Ferguson","2023-2024",18,"Finisher","Target Forward",0,0,0,0,0,0,0,1367,"Brighton","Premier League","IRL","M"
"Kenny Tete","2022-2023",26,"Wide Def","Deep Wide Defender",0,0,0,0,0.01,-0.01,0.01,2569,"Fulham","Premier League","NED","M"
"Álex Berenguer","2019-2020",24,"Dribbler","Wide Dribbler",0,-0.01,-0.02,0,0.02,0,0,1823,"Torino","Serie A M","ESP","M"
"Ibrahima Sissoko","2018-2019",20,"Midfielder","Mobile Midfielder",0,0.01,-0.02,0,0,0,0.01,2665,"Strasbourg","Ligue 1","FRA","M"
"Igor Zubeldia","2019-2020",22,"Central Def","Aggressive Central Defender",0,0,-0.01,0,0,0.01,-0.01,2640,"Real Sociedad","La Liga","ESP","M"
"Diego Carlos","2020-2021",27,"Central Def","Reactive Central Defender",0,0,0,0,-0.01,0.02,0,2788,"Sevilla","La Liga","BRA","M"
"Giovanni González","2023-2024",28,"Wide Def","Progressive Wide Defender",0,0,0,0,-0.01,0,0.01,2464,"Mallorca","La Liga","URU","M"
"Gavi","2022-2023",17,"Creator","Two Way Creator",0,0,0,0,-0.01,0.01,0,2531,"Barcelona","La Liga","ESP","M"
"Ander Capa","2017-2018",25,"Wide Def","Progressive Wide Defender",0,0,-0.01,0,0.02,0.01,-0.01,2249,"Eibar","La Liga","ESP","M"
"Cédric Yamberé","2018-2019",27,"Central Def","Reactive Central Defender",0,0,0.01,0,0,-0.01,0,2805,"Dijon","Ligue 1","CTA","M"
"Sean Longstaff","2022-2023",24,"Midfielder","Ball Winning Midfielder",0,0.01,0,0,-0.01,-0.01,-0.01,2518,"Newcastle Utd","Premier League","ENG","M"
"Bruno Ecuele Manga","2019-2020",31,"Central Def","Reactive Central Defender",0,0,0,0,-0.01,0,0,2520,"Dijon","Ligue 1","GAB","M"
"Federico Barba","2018-2019",24,"Central Def","Aggressive Central Defender",0,0,-0.01,0.01,0,0,0,2483,"Chievo","Serie A M","ITA","M"
"Raphaël Varane","2017-2018",24,"Central Def","Reactive Central Defender",0,0,0,0,0,0.02,-0.01,2322,"Real Madrid","La Liga","FRA","M"
"Ben Gibson","2021-2022",28,"Central Def","Progressive Central Defender",0,0,-0.01,0,0,0.01,0.01,2494,"Norwich City","Premier League","ENG","M"
"Ola Aina","2020-2021",23,"Wide Def","Deep Wide Defender",0,-0.01,0,0,0,0.03,0.01,2664,"Fulham","Premier League","NGA","M"
"Piotr Zieliński","2021-2022",27,"Creator","Central Creator",0,0,0,0,0,0.01,-0.01,2086,"Napoli","Serie A M","POL","M"
"Danilo","2023-2024",22,"Midfielder","Creative Midfielder",0,-0.01,0,-0.01,0,0.02,0,1792,"Nott'ham Forest","Premier League","BRA","M"
"Thomas Delaine","2021-2022",29,"Wide Def","Aggressive Wide Defender",0,0,0,0,0.02,-0.01,-0.01,2316,"Metz","Ligue 1","FRA","M"
"Kike","2021-2022",31,"Finisher","Mobile Forward",0,0.01,0,0,-0.01,0,0,1862,"Osasuna","La Liga","ESP","M"
"Jefferson Lerma","2017-2018",22,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0,-0.01,0.01,2135,"Levante","La Liga","COL","M"
"Benjamin Pavard","2018-2019",22,"Central Def","Progressive Central Defender",0,0,0,0,0,-0.01,0.02,2610,"Stuttgart","Bundesliga","FRA","M"
"Marco Benassi","2017-2018",22,"Creator","Two Way Creator",0,0.01,0.01,-0.01,-0.01,0,0,2782,"Fiorentina","Serie A M","ITA","M"
"Boulaye Dia","2019-2020",22,"Finisher","Mobile Forward",0,0,-0.02,0.01,0,0.01,0,1812,"Reims","Ligue 1","SEN","M"
"Ryan Fredericks","2019-2020",26,"Wide Def","Deep Wide Defender",0,0,-0.01,0.01,0,-0.01,0.01,2237,"West Ham","Premier League","ENG","M"
"Victor Lindelöf","2020-2021",26,"Central Def","Progressive Central Defender",0,-0.01,-0.01,0,0.01,0.02,-0.01,2585,"Manchester Utd","Premier League","SWE","M"
"Daniel Brosinski","2017-2018",29,"Wide Def","Progressive Wide Defender",0,0,0.01,0.01,0,0,-0.01,2500,"Mainz 05","Bundesliga","GER","M"
"Koke","2022-2023",30,"Deep Midfielder","Playmaking Deep Midfielder",0,0,-0.01,0,0,0.03,-0.01,2545,"Atlético Madrid","La Liga","ESP","M"
"Mohamed Elyounoussi","2021-2022",26,"Dribbler","Direct Dribbler",0,0,0.02,-0.01,0,0,0.01,2042,"Southampton","Premier League","NOR","M"
"Uroš Račić","2020-2021",22,"Deep Midfielder","Defensive Deep Midfielder",0,0,0.03,0,0,-0.01,0,2187,"Valencia","La Liga","SRB","M"
"Davide Biraschi","2017-2018",23,"Central Def","Aggressive Central Defender",0,-0.01,0,0,0.01,0,-0.01,1796,"Genoa","Serie A M","ITA","M"
"Obite N'Dicka","2023-2024",23,"Central Def","Progressive Central Defender",0,0,0,0,0,0.01,-0.01,2168,"Roma","Serie A M","CIV","M"
"William Carvalho","2018-2019",26,"Deep Midfielder","Playmaking Deep Midfielder",0,0,-0.02,0.01,0.01,0.03,-0.02,2385,"Betis","La Liga","POR","M"
"Ibrahima Sissoko","2020-2021",22,"Midfielder","Ball Winning Midfielder",0,0,-0.02,-0.01,0,0,0.02,2581,"Strasbourg","Ligue 1","FRA","M"
"Víctor Laguardia","2020-2021",30,"Central Def","Progressive Central Defender",0,0,0,0,0,0.02,0,2631,"Alavés","La Liga","ESP","M"
"Darko Lazović","2022-2023",31,"Dribbler","Wide Dribbler",0,-0.02,-0.01,0.03,0,0.01,0,2242,"Hellas Verona","Serie A M","SRB","M"
"Hans Hateboer","2017-2018",23,"Wide Def","Aggressive Wide Defender",0,0.02,0.02,0,0,0,-0.03,2398,"Atalanta","Serie A M","NED","M"
"Aaron Hickey","2022-2023",20,"Midfielder","Mobile Midfielder",0,0,-0.02,-0.01,0.01,0.01,0,1916,"Brentford","Premier League","SCO","M"
"Remo Freuler","2023-2024",31,"Deep Midfielder","Defensive Deep Midfielder",0,0.01,0,0,0,0,0.01,2624,"Bologna","Serie A M","SUI","M"
"Jeffrey Gouweleeuw","2021-2022",30,"Central Def","Progressive Central Defender",0,0,0,0.01,0,-0.01,0.01,2576,"Augsburg","Bundesliga","NED","M"
"Moses Simon","2021-2022",26,"Dribbler","Wide Dribbler",0,0.01,-0.03,0.03,0.01,-0.02,-0.01,2332,"Nantes","Ligue 1","NGA","M"
"Jorginho","2021-2022",29,"Deep Midfielder","Defensive Deep Midfielder",0,0,-0.02,0,0,0.03,-0.01,2273,"Chelsea","Premier League","ITA","M"
"Saïd Benrahma","2022-2023",26,"Dribbler","Direct Dribbler",0,0,0,0,0.02,0,0,2069,"West Ham","Premier League","ALG","M"
"Michael Olise","2021-2022",19,"Creator","Wide Creator",0,-0.01,-0.02,0.03,0.01,0,0.01,1141,"Crystal Palace","Premier League","FRA","M"
"Óscar Trejo","2021-2022",33,"Creator","Two Way Creator",0,0,-0.03,0.01,0.01,0.02,0,2007,"Rayo Vallecano","La Liga","ARG","M"
"Boubacar Kamara","2018-2019",18,"Central Def","Aggressive Central Defender",0,0,0.01,0,0,0,0,2411,"Marseille","Ligue 1","FRA","M"
"Lennard Maloney","2023-2024",23,"Deep Midfielder","Defensive Deep Midfielder",0,0,0,0,0,-0.02,0.01,2284,"Heidenheim","Bundesliga","USA","M"
"Ruben Loftus-Cheek","2023-2024",27,"Creator","Two Way Creator",0,0.01,0,-0.01,0.02,-0.01,-0.01,2068,"Milan","Serie A M","ENG","M"
"Georginio Wijnaldum","2018-2019",27,"Midfielder","Mobile Midfielder",0,0,0.01,0,0,0,-0.01,2725,"Liverpool","Premier League","NED","M"
"Andoni Gorosabel","2021-2022",24,"Wide Def","Progressive Wide Defender",0,0,-0.01,0.01,0,0,-0.01,2289,"Real Sociedad","La Liga","ESP","M"
"Karol Linetty","2018-2019",23,"Midfielder","Mobile Midfielder",0,0.01,-0.01,0,0.01,-0.01,0,2507,"Sampdoria","Serie A M","POL","M"
"Luca Kilian","2021-2022",21,"Central Def","Aggressive Central Defender",0,0,0,0,0,0,0,2281,"Köln","Bundesliga","GER","M"
"Bartosz Bereszyński","2018-2019",26,"Wide Def","Progressive Wide Defender",0,-0.01,-0.01,-0.01,0,0.03,0.01,2200,"Sampdoria","Serie A M","POL","M"
"Kyle Walker-Peters","2020-2021",23,"Wide Def","Aggressive Wide Defender",0,0.01,0,0,0.01,-0.01,0.01,2645,"Southampton","Premier League","ENG","M"
"Jefferson Lerma","2019-2020",24,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0.01,0,0,0,0,2703,"Bournemouth","Premier League","COL","M"
"Loren Morón","2018-2019",24,"Finisher","Target Forward",0,0,0.02,-0.01,-0.01,0,0,1957,"Betis","La Liga","ESP","M"
"Mathieu Deplagne","2017-2018",25,"Wide Def","Deep Wide Defender",0,0,-0.01,0,0,0.01,0.01,2410,"Troyes","Ligue 1","FRA","M"
"Ximo Navarro","2018-2019",28,"Wide Def","Deep Wide Defender",0,-0.01,0,-0.01,-0.01,0.01,0.03,2533,"Alavés","La Liga","ESP","M"
"Matteo Prati","2023-2024",19,"Midfielder","Ball Winning Midfielder",0,0,0.01,0,-0.01,0,0,1972,"Cagliari","Serie A M","ITA","M"
"Hugo Guillamón","2021-2022",21,"Deep Midfielder","Playmaking Deep Midfielder",0,0,-0.01,0,0,0.01,0,2361,"Valencia","La Liga","ESP","M"
"Nicolò Zaniolo","2018-2019",19,"Dribbler","Direct Dribbler",0,0,0,-0.01,-0.02,0.01,0,1766,"Roma","Serie A M","ITA","M"
"Nemanja Matić","2018-2019",29,"Deep Midfielder","Playmaking Deep Midfielder",0,0.01,0,0,0.01,0.01,0,2436,"Manchester Utd","Premier League","SRB","M"
"Rachid Alioui","2019-2020",27,"Finisher","Progressive Forward",0,-0.01,0.01,0,0.01,0,-0.01,1563,"Angers","Ligue 1","MAR","M"
"Jérémy Le Douaron","2023-2024",25,"Finisher","Mobile Forward",0,0,0.01,0,0,-0.01,0,1618,"Brest","Ligue 1","FRA","M"
"Jefferson Lerma","2018-2019",23,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0,0.01,0.02,2506,"Bournemouth","Premier League","COL","M"
"Alejandro Balde","2022-2023",18,"Wide Def","Aggressive Wide Defender",0,0.01,0,0.02,0.02,-0.02,-0.03,2471,"Barcelona","La Liga","ESP","M"
"Billy Gilmour","2021-2022",20,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0,0,-0.01,1855,"Norwich City","Premier League","SCO","M"
"David Zurutuza","2017-2018",31,"Midfielder","Ball Winning Midfielder",0,0,0,0,0,0.01,0,2242,"Real Sociedad","La Liga","ESP","M"
"Federico Fernández","2019-2020",30,"Central Def","Progressive Central Defender",0,0,0,0,-0.01,-0.01,0.02,2620,"Newcastle Utd","Premier League","ARG","M"
"Mario Pašalić","2022-2023",27,"Creator","Two Way Creator",0,0,0.02,-0.01,-0.01,0,0,1769,"Atalanta","Serie A M","CRO","M"
"Rominigue Kouamé","2022-2023",25,"Deep Midfielder","Playmaking Deep Midfielder",0,0,0,0,0.02,-0.02,0,2661,"Troyes","Ligue 1","MLI","M"
"Darío Benedetto","2020-2021",30,"Finisher","Target Forward",0,-0.01,0.01,0,0,0,0,1579,"Marseille","Ligue 1","ARG","M"
"Jonas Hofmann","2020-2021",28,"Creator","Wide Creator",0,0.01,-0.01,0.02,0,-0.01,0,1817,"M'Gladbach","Bundesliga","GER","M"
"Ibrahima Mbaye","2018-2019",23,"Wide Def","Deep Wide Defender",0,0,0.02,-0.02,-0.02,0.03,0,2010,"Bologna","Serie A M","SEN","M"
"Ivan Rakitić","2021-2022",33,"Midfielder","Creative Midfielder",0,0,0,0.01,-0.01,0.01,0,2182,"Sevilla","La Liga","CRO","M"
"Martín Montoya","2017-2018",26,"Wide Def","Deep Wide Defender",0,0,0,0,0,0,0.02,2152,"Valencia","La Liga","ESP","M"
